Rule_Number,ICD_10_Code,Category,Code_Description
Rule 2B,S21449A,Open wounds,"Puncture wound with foreign body of unspecified back wall of thorax with penetration into thoracic cavity, initial encounter"
Rule 2B,S2190XA,Open wounds,"Unspecified open wound of unspecified part of thorax, initial encounter"
Rule 2B,S2191XA,Open wounds,"Laceration without foreign body of unspecified part of thorax, initial encounter"
Rule 2B,S2192XA,Open wounds,"Laceration with foreign body of unspecified part of thorax, initial encounter"
Rule 2B,S2193XA,Open wounds,"Puncture wound without foreign body of unspecified part of thorax, initial encounter"
Rule 2B,S2194XA,Open wounds,"Puncture wound with foreign body of unspecified part of thorax, initial encounter"
Rule 2B,S2501XA,Open wounds,"Minor laceration of thoracic aorta, initial encounter"
Rule 2B,S2502XA,Open wounds,"Major laceration of thoracic aorta, initial encounter"
Rule 2B,S25111A,Open wounds,"Minor laceration of right innominate or subclavian artery, initial encounter"
Rule 2B,S25112A,Open wounds,"Minor laceration of left innominate or subclavian artery, initial encounter"
Rule 2B,S25119A,Open wounds,"Minor laceration of unspecified innominate or subclavian artery, initial encounter"
Rule 2B,S25121A,Open wounds,"Major laceration of right innominate or subclavian artery, initial encounter"
Rule 2B,S25122A,Open wounds,"Major laceration of left innominate or subclavian artery, initial encounter"
Rule 2B,S25129A,Open wounds,"Major laceration of unspecified innominate or subclavian artery, initial encounter"
Rule 2B,S2521XA,Open wounds,"Minor laceration of superior vena cava, initial encounter"
Rule 2B,S2522XA,Open wounds,"Major laceration of superior vena cava, initial encounter"
Rule 2B,S25311A,Open wounds,"Minor laceration of right innominate or subclavian vein, initial encounter"
Rule 2B,S25312A,Open wounds,"Minor laceration of left innominate or subclavian vein, initial encounter"
Rule 2B,S25319A,Open wounds,"Minor laceration of unspecified innominate or subclavian vein, initial encounter"
Rule 2B,S25321A,Open wounds,"Major laceration of right innominate or subclavian vein, initial encounter"
Rule 2B,S25322A,Open wounds,"Major laceration of left innominate or subclavian vein, initial encounter"
Rule 2B,S25329A,Open wounds,"Major laceration of unspecified innominate or subclavian vein, initial encounter"
Rule 2B,S25411A,Open wounds,"Minor laceration of right pulmonary blood vessels, initial encounter"
Rule 2B,S25412A,Open wounds,"Minor laceration of left pulmonary blood vessels, initial encounter"
Rule 2B,S25419A,Open wounds,"Minor laceration of unspecified pulmonary blood vessels, initial encounter"
Rule 2B,S25421A,Open wounds,"Major laceration of right pulmonary blood vessels, initial encounter"
Rule 2B,S25422A,Open wounds,"Major laceration of left pulmonary blood vessels, initial encounter"
Rule 2B,S25429A,Open wounds,"Major laceration of unspecified pulmonary blood vessels, initial encounter"
Rule 2B,S25511A,Open wounds,"Laceration of intercostal blood vessels, right side, initial encounter"
Rule 2B,S25512A,Open wounds,"Laceration of intercostal blood vessels, left side, initial encounter"
Rule 2B,S25519A,Open wounds,"Laceration of intercostal blood vessels, unspecified side, initial encounter"
Rule 2B,S25811A,Open wounds,"Laceration of other blood vessels of thorax, right side, initial encounter"
Rule 2B,S25812A,Open wounds,"Laceration of other blood vessels of thorax, left side, initial encounter"
Rule 2B,S25819A,Open wounds,"Laceration of other blood vessels of thorax, unspecified side, initial encounter"
Rule 2B,S2591XA,Open wounds,"Laceration of unspecified blood vessel of thorax, initial encounter"
Rule 2B,S2601XA,Open wounds,"Contusion of heart with hemopericardium, initial encounter"
Rule 2B,S26020A,Open wounds,"Mild laceration of heart with hemopericardium, initial encounter"
Rule 2B,S26021A,Open wounds,"Moderate laceration of heart with hemopericardium, initial encounter"
Rule 2B,S26022A,Open wounds,"Major laceration of heart with hemopericardium, initial encounter"
Rule 2B,S2611XA,Open wounds,"Contusion of heart without hemopericardium, initial encounter"
Rule 2B,S2612XA,Open wounds,"Laceration of heart without hemopericardium, initial encounter"
Rule 2B,S2691XA,Open wounds,"Contusion of heart, unspecified with or without hemopericardium, initial encounter"
Rule 2B,S2692XA,Open wounds,"Laceration of heart, unspecified with or without hemopericardium, initial encounter"
Rule 2B,S27321A,Open wounds,"Contusion of lung, unilateral, initial encounter"
Rule 2B,S27322A,Open wounds,"Contusion of lung, bilateral, initial encounter"
Rule 2B,S27329A,Open wounds,"Contusion of lung, unspecified, initial encounter"
Rule 2B,S27331A,Open wounds,"Laceration of lung, unilateral, initial encounter"
Rule 2B,S27332A,Open wounds,"Laceration of lung, bilateral, initial encounter"
Rule 2B,S27339A,Open wounds,"Laceration of lung, unspecified, initial encounter"
Rule 2B,S27421A,Open wounds,"Contusion of bronchus, unilateral, initial encounter"
Rule 2B,S27422A,Open wounds,"Contusion of bronchus, bilateral, initial encounter"
Rule 2B,S27429A,Open wounds,"Contusion of bronchus, unspecified, initial encounter"
Rule 2B,S27431A,Open wounds,"Laceration of bronchus, unilateral, initial encounter"
Rule 2B,S27432A,Open wounds,"Laceration of bronchus, bilateral, initial encounter"
Rule 2B,S27439A,Open wounds,"Laceration of bronchus, unspecified, initial encounter"
Rule 2B,S2752XA,Open wounds,"Contusion of thoracic trachea, initial encounter"
Rule 2B,S2753XA,Open wounds,"Laceration of thoracic trachea, initial encounter"
Rule 2B,S2763XA,Open wounds,"Laceration of pleura, initial encounter"
Rule 2B,S27802A,Open wounds,"Contusion of diaphragm, initial encounter"
Rule 2B,S27803A,Open wounds,"Laceration of diaphragm, initial encounter"
Rule 2B,S27812A,Open wounds,"Contusion of esophagus (thoracic part), initial encounter"
Rule 2B,S27813A,Open wounds,"Laceration of esophagus (thoracic part), initial encounter"
Rule 2B,S27892A,Open wounds,"Contusion of other specified intrathoracic organs, initial encounter"
Rule 2B,S27893A,Open wounds,"Laceration of other specified intrathoracic organs, initial encounter"
Rule 2B,S29021A,Open wounds,"Laceration of muscle and tendon of front wall of thorax, initial encounter"
Rule 2B,S29022A,Open wounds,"Laceration of muscle and tendon of back wall of thorax, initial encounter"
Rule 2B,S29029A,Open wounds,"Laceration of muscle and tendon of unspecified wall of thorax, initial encounter"
Rule 2B,S300XXA,Open wounds,"Contusion of lower back and pelvis, initial encounter"
Rule 2B,S301XXA,Open wounds,"Contusion of abdominal wall, initial encounter"
Rule 2B,S30201A,Open wounds,"Contusion of unspecified external genital organ, male, initial encounter"
Rule 2B,S30202A,Open wounds,"Contusion of unspecified external genital organ, female, initial encounter"
Rule 2B,S3021XA,Open wounds,"Contusion of penis, initial encounter"
Rule 2B,S3022XA,Open wounds,"Contusion of scrotum and testes, initial encounter"
Rule 2B,S3023XA,Open wounds,"Contusion of vagina and vulva, initial encounter"
Rule 2B,S303XXA,Open wounds,"Contusion of anus, initial encounter"
Rule 2B,S30810A,Open wounds,"Abrasion of lower back and pelvis, initial encounter"
Rule 2B,S30811A,Open wounds,"Abrasion of abdominal wall, initial encounter"
Rule 2B,S30812A,Open wounds,"Abrasion of penis, initial encounter"
Rule 2B,S30813A,Open wounds,"Abrasion of scrotum and testes, initial encounter"
Rule 2B,S30814A,Open wounds,"Abrasion of vagina and vulva, initial encounter"
Rule 2B,S30815A,Open wounds,"Abrasion of unspecified external genital organs, male, initial encounter"
Rule 2B,S30816A,Open wounds,"Abrasion of unspecified external genital organs, female, initial encounter"
Rule 2B,S30817A,Open wounds,"Abrasion of anus, initial encounter"
Rule 2B,S30850A,Open wounds,"Superficial foreign body of lower back and pelvis, initial encounter"
Rule 2B,S30851A,Open wounds,"Superficial foreign body of abdominal wall, initial encounter"
Rule 2B,S30852A,Open wounds,"Superficial foreign body of penis, initial encounter"
Rule 2B,S30853A,Open wounds,"Superficial foreign body of scrotum and testes, initial encounter"
Rule 2B,S30854A,Open wounds,"Superficial foreign body of vagina and vulva, initial encounter"
Rule 2B,S30855A,Open wounds,"Superficial foreign body of unspecified external genital organs, male, initial encounter"
Rule 2B,S30856A,Open wounds,"Superficial foreign body of unspecified external genital organs, female, initial encounter"
Rule 2B,S30857A,Open wounds,"Superficial foreign body of anus, initial encounter"
Rule 2B,S3091XA,Open wounds,"Unspecified superficial injury of lower back and pelvis, initial encounter"
Rule 2B,S3092XA,Open wounds,"Unspecified superficial injury of abdominal wall, initial encounter"
Rule 2B,S3093XA,Open wounds,"Unspecified superficial injury of penis, initial encounter"
Rule 2B,S3094XA,Open wounds,"Unspecified superficial injury of scrotum and testes, initial encounter"
Rule 2B,S3095XA,Open wounds,"Unspecified superficial injury of vagina and vulva, initial encounter"
Rule 2B,S3096XA,Open wounds,"Unspecified superficial injury of unspecified external genital organs, male, initial encounter"
Rule 2B,S3097XA,Open wounds,"Unspecified superficial injury of unspecified external genital organs, female, initial encounter"
Rule 2B,S3098XA,Open wounds,"Unspecified superficial injury of anus, initial encounter"
Rule 2B,S31000A,Open wounds,"Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, initial encounter"
Rule 2B,S31001A,Open wounds,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter"
Rule 2B,S31010A,Open wounds,"Laceration without foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
Rule 2B,S31011A,Open wounds,"Laceration without foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter"
Rule 2B,S31020A,Open wounds,"Laceration with foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
Rule 2B,S31021A,Open wounds,"Laceration with foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter"
Rule 2B,S31030A,Open wounds,"Puncture wound without foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
Rule 2B,S31031A,Open wounds,"Puncture wound without foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter"
Rule 2B,S31040A,Open wounds,"Puncture wound with foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
Rule 2B,S31041A,Open wounds,"Puncture wound with foreign body of lower back and pelvis with penetration into retroperitoneum, initial encounter"
Rule 2B,S31100A,Open wounds,"Unspecified open wound of abdominal wall, right upper quadrant without penetration into peritoneal cavity, initial encounter"
Rule 2B,S31101A,Open wounds,"Unspecified open wound of abdominal wall, left upper quadrant without penetration into peritoneal cavity, initial encounter"
Rule 2B,S31102A,Open wounds,"Unspecified open wound of abdominal wall, epigastric region without penetration into peritoneal cavity, initial encounter"
